,fz_ptl_ratio,fz_ptl_tok_sort_ratio,fz_ratio,fz_tok_set_ratio,fz_uwratio,pub0_cln,publisher0,ven_cln,vendor_X,match,ven_len,pu0_len
315,66,100,52,42,90,  tilemosaicmaker,tilemosaicmaker.com,  aker,aker,0,4,19
316,66,100,75,67,90,  webmaker,webmaker,  aker,aker,0,4,8
317,66,100,44,35,90,  windows-movie-maker,windows-movie-maker.org,  aker,aker,0,4,23
318,66,100,43,33,90,  win-movie-maker-free,win-movie-maker-free,  aker,aker,0,4,20
319,66,100,75,67,90,  zapmaker,zapmaker,  aker,aker,0,4,8
320,100,100,100,100,100,  aktiv,aktiv co.,  aktiv,aktiv,1,5,9
321,100,100,64,100,90,  aladdin knowledge,aladdin knowledge systems ltd.,  aladdin,aladdin,1,7,30
322,56,40,54,48,48,  chad alan cuddigan,chad alan cuddigan,  alan kennington,alan kennington,0,15,18
323,100,100,100,100,100,  alawar,alawar,  alawar,alawar,1,6,6
324,100,100,100,100,100,  alawar,alawar entertainment,  alawar,alawar,1,6,20
325,76,73,76,75,73,  alejandro cort閟,alejandro cort閟,  alejandro garza,alejandro_garza,0,15,15
326,100,100,100,100,100,  alentum,alentum software ltd.,  alentum,alentum,1,7,21
327,100,100,100,100,100,  alentum,"alentum software, inc.",  alentum,alentum,1,7,22
328,100,100,100,100,100,  alex feinman,alex feinman,  alex feinman,alex feinman,1,12,12
329,66,60,62,57,55,  alex fauland,alex fauland,  alex barth,alex_barth,0,10,12
330,58,50,62,57,55,  alex feinman,alex feinman,  alex barth,alex_barth,0,10,12
331,66,60,48,57,85,  alex hilton a1audio,alex hilton / a1audio,  alex barth,alex_barth,0,10,21
332,75,60,49,57,85,  alex may rudolf kremers,alex may and rudolf kremers,  alex barth,alex_barth,0,10,27
333,63,60,43,57,85,  rudolf kremers alex may,rudolf kremers & alex may,  alex barth,alex_barth,0,10,25
334,58,60,37,57,85,  rudolf kremers &amp; alex may,rudolf kremers &amp; alex may,  alex barth,alex_barth,0,10,29
335,71,66,71,67,67,  alex fauland,alex fauland,  alex feinman,alex_feinman,0,12,12
336,64,60,57,50,85,  alex hilton a1audio,alex hilton / a1audio,  alex feinman,alex_feinman,0,12,21
337,64,58,51,50,85,  alex may rudolf kremers,alex may and rudolf kremers,  alex feinman,alex_feinman,0,12,27
338,57,58,46,50,85,  rudolf kremers alex may,rudolf kremers & alex may,  alex feinman,alex_feinman,0,12,25
339,57,50,40,50,85,  rudolf kremers &amp; alex may,rudolf kremers &amp; alex may,  alex feinman,alex_feinman,0,12,29
340,64,58,64,58,58,  alex fauland,alex fauland,  alex kellner,alex_kellner,0,12,12
341,64,58,64,58,58,  alex feinman,alex feinman,  alex kellner,alex_kellner,0,12,12
342,64,60,51,50,85,  alex hilton a1audio,alex hilton / a1audio,  alex kellner,alex_kellner,0,12,21
343,57,75,56,51,85,  alex may rudolf kremers,alex may and rudolf kremers,  alex kellner,alex_kellner,0,12,27
344,50,75,41,51,85,  rudolf kremers alex may,rudolf kremers & alex may,  alex kellner,alex_kellner,0,12,25
345,50,58,36,50,85,  rudolf kremers &amp; alex may,rudolf kremers &amp; alex may,  alex kellner,alex_kellner,0,12,29
346,75,70,77,73,73,  alex fauland,alex fauland,  alex launi,alex_launi,0,10,12
347,66,60,69,64,64,  alex feinman,alex feinman,  alex launi,alex_launi,0,10,12
348,66,60,67,57,85,  alex hilton a1audio,alex hilton / a1audio,  alex launi,alex_launi,0,10,21
349,66,50,49,57,85,  alex may rudolf kremers,alex may and rudolf kremers,  alex launi,alex_launi,0,10,27
350,58,50,43,57,85,  rudolf kremers alex may,rudolf kremers & alex may,  alex launi,alex_launi,0,10,25
351,58,60,37,57,85,  rudolf kremers &amp; alex may,rudolf kremers &amp; alex may,  alex launi,alex_launi,0,10,29
352,66,60,59,52,52,  ali keshavarz,ali keshavarz,  ali visual,ali_visual_project,0,18,13
353,66,80,77,75,73,  cebas visual,cebas visual technology inc.,  ali visual,ali_visual_project,0,18,28
354,83,80,56,75,85,  vis visual imagination,vis - visual imagination software,  ali visual,ali_visual_project,0,18,33
355,66,80,37,75,85,  visual computing lab isti cnr,"visual computing lab, isti - cnr",  ali visual,ali_visual_project,0,18,32
356,66,70,55,75,85,  visual concepts,visual concepts,  ali visual,ali_visual_project,0,18,15
357,66,70,64,75,71,  visual docs,visual docs,  ali visual,ali_visual_project,0,18,11
358,66,80,53,75,85,  visual integrity,visual integrity,  ali visual,ali_visual_project,0,18,16
359,66,70,62,75,71,  visual micro,visual micro limited,  ali visual,ali_visual_project,0,18,20
360,66,80,55,75,85,  visual outbreak,visual outbreak,  ali visual,ali_visual_project,0,18,15
361,66,80,42,75,85,  visual paradigm international,visual paradigm international ltd.,  ali visual,ali_visual_project,0,18,34
362,66,80,62,75,71,  visual tools,visual tools,  ali visual,ali_visual_project,0,18,12
363,88,100,64,100,90,  copyright alibaba,copyright(c) alibaba group,  alibaba,alibaba,1,7,26
364,100,100,100,100,100,  alipay,"alipay.com co., ltd.",  alipay,alipay project,1,14,20
365,42,41,32,37,85,  2014 celartem extensis all rights reserved,"2014 celartem, inc. d.b.a extensis all rights reserved",  all around cyprus,all around cyprus project,0,25,54
366,47,41,32,37,85,  copyright 2008 phoenix all rights reserved,copyright © 2008 phoenix technologies • all rights reserved,  all around cyprus,all around cyprus project,0,25,62
367,26,52,26,53,50,  tech tips for all,tech tips for all,  all around cyprus,all around cyprus project,0,25,17
368,38,45,25,43,85,  2014 celartem extensis all rights reserved,"2014 celartem, inc. d.b.a extensis all rights reserved",  all navalny,all navalny project,0,19,54
369,61,36,42,43,85,  all saints records wordsalad,all saints records / wordsalad,  all navalny,all navalny project,0,19,30
370,38,45,25,43,85,  copyright 2008 phoenix all rights reserved,copyright © 2008 phoenix technologies • all rights reserved,  all navalny,all navalny project,0,19,62
371,38,45,24,43,85,  copyright 2011 esupport all rights reserved,copyright © 2011 esupport.com • all rights reserved,  all navalny,all navalny project,0,19,54
372,38,45,24,43,85,  copyright 2013 esupport all rights reserved,copyright © 2013 esupport.com • all rights reserved,  all navalny,all navalny project,0,19,54
373,38,45,24,43,85,  copyright 2013 esupport all rights reserved,"copyright © 2013 esupport.com, inc • all rights reserved",  all navalny,all navalny project,0,19,59
374,38,45,24,43,85,  copyright 2015 esupport all rights reserved,"copyright © 2015 esupport.com, inc • all rights reserved",  all navalny,all navalny project,0,19,59
375,38,36,29,43,85,  sony computer all rights reserved,sony computer entertainment inc. all rights reserved.,  all navalny,all navalny project,0,19,53
376,40,36,31,43,85,  tech tips for all,tech tips for all,  all navalny,all navalny project,0,19,17
377,38,45,29,43,85,  wonderfox soft all rights reserved,"wonderfox soft, inc. all rights reserved.",  all navalny,all navalny project,0,19,41
378,34,41,31,33,85,  2014 celartem extensis all rights reserved,"2014 celartem, inc. d.b.a extensis all rights reserved",  all video gallery plugin,all video gallery plugin project,0,32,54
379,38,41,29,33,85,  copyright 2008 phoenix all rights reserved,copyright © 2008 phoenix technologies • all rights reserved,  all video gallery plugin,all video gallery plugin project,0,32,62
380,38,37,31,30,85,  copyright 2011 esupport all rights reserved,copyright © 2011 esupport.com • all rights reserved,  all video gallery plugin,all video gallery plugin project,0,32,54
381,38,37,31,30,85,  copyright 2013 esupport all rights reserved,copyright © 2013 esupport.com • all rights reserved,  all video gallery plugin,all video gallery plugin project,0,32,54
382,38,37,31,30,85,  copyright 2013 esupport all rights reserved,"copyright © 2013 esupport.com, inc • all rights reserved",  all video gallery plugin,all video gallery plugin project,0,32,59
383,38,37,31,30,85,  copyright 2015 esupport all rights reserved,"copyright © 2015 esupport.com, inc • all rights reserved",  all video gallery plugin,all video gallery plugin project,0,32,59
384,38,37,33,35,33,  sony computer all rights reserved,sony computer entertainment inc. all rights reserved.,  all video gallery plugin,all video gallery plugin project,0,32,53
385,42,41,35,41,38,  wonderfox soft all rights reserved,"wonderfox soft, inc. all rights reserved.",  all video gallery plugin,all video gallery plugin project,0,32,41
386,57,52,53,44,85,  all saints records wordsalad,all saints records / wordsalad,  all around cyprus,all_around_cyprus_project,0,25,30
387,47,47,31,33,85,  copyright 2011 esupport all rights reserved,copyright © 2011 esupport.com • all rights reserved,  all around cyprus,all_around_cyprus_project,0,25,51
388,47,47,31,33,85,  copyright 2013 esupport all rights reserved,copyright © 2013 esupport.com • all rights reserved,  all around cyprus,all_around_cyprus_project,0,25,51
389,47,47,31,33,85,  copyright 2013 esupport all rights reserved,"copyright © 2013 esupport.com, inc • all rights reserved",  all around cyprus,all_around_cyprus_project,0,25,56
390,47,47,31,33,85,  copyright 2015 esupport all rights reserved,"copyright © 2015 esupport.com, inc • all rights reserved",  all around cyprus,all_around_cyprus_project,0,25,56
391,42,47,36,40,38,  love conquers all games,love conquers all games,  all around cyprus,all_around_cyprus_project,0,25,23
392,47,52,37,40,85,  sony computer all rights reserved,sony computer entertainment inc. all rights reserved.,  all around cyprus,all_around_cyprus_project,0,25,53
393,47,47,36,35,85,  wonderfox soft all rights reserved,"wonderfox soft, inc. all rights reserved.",  all around cyprus,all_around_cyprus_project,0,25,41
394,61,54,62,55,55,  all answers,all answers ltd,  all navalny,all_navalny_project,0,19,15
395,53,45,47,43,40,  all is networks,all is networks,  all navalny,all_navalny_project,0,19,15
396,46,45,37,43,85,  love conquers all games,love conquers all games,  all navalny,all_navalny_project,0,19,23
397,42,45,43,42,39,  all saints records wordsalad,all saints records / wordsalad,  all video gallery plugin,all_video_gallery_plugin_project,0,32,30
398,53,45,47,43,43,  video watermark subtitle creator,video watermark subtitle creator,  all video gallery plugin,all_video_gallery_plugin_project,0,32,32
399,100,100,100,100,100,  allplayer,allplayer ltd.,  allplayer,allplayer,1,9,14
400,100,100,57,100,90,  alps electric,alps electric,  alps,alps,1,4,13
401,100,100,57,100,90,  alps electric,"alps electric co., ltd.",  alps,alps,1,4,23
402,62,45,59,68,64,  mobile connection manager,mobile connection manager,  alternative connection,alternative_connection_project,0,30,25
403,100,100,100,100,100,  altiris,altiris,  altiris,altiris,1,7,7
404,100,100,100,100,100,  altiris,altiris inc.,  altiris,altiris,1,7,12
405,100,100,100,100,100,  altova,altova,  altova,altova,1,6,6
406,87,100,70,100,90,  ubuntu amanda,ubuntu amanda,  amanda,amanda,1,6,13
407,100,100,100,100,100,  amazon,amazon,  amazon,amazon,1,6,6
408,100,100,64,100,90,  amazon services,amazon services llc,  amazon,amazon,1,6,19
409,100,100,55,100,90,  amazon web services,amazon web services,  amazon,amazon,1,6,19
410,100,100,33,100,90,  amazon web services developer relations,amazon web services developer relations,  amazon,amazon,1,6,39
411,100,100,100,100,100,  amazon,amazon.com,  amazon,amazon,1,6,10
412,83,80,69,75,85,  amazon services,amazon services llc,  amazon aws,amazon_aws_project,1,18,19
413,83,80,67,75,85,  amazon web services,amazon web services,  amazon aws,amazon_aws_project,1,18,19
414,83,70,42,75,85,  amazon web services developer relations,amazon web services developer relations,  amazon aws,amazon_aws_project,1,18,39
415,100,100,100,100,100,  amd,amd,  amd,amd,1,3,3
416,60,100,71,60,90,  beamdog,beamdog,  amd,amd,0,3,7
417,60,100,63,50,90,  teamdrive,teamdrive systems gmbh,  amd,amd,0,3,22
418,100,100,56,100,90,  amx mod dev,amx mod x dev team,  amx,amx,1,3,18
419,100,100,67,100,90,  analog devices,analog devices,  analog,analog,1,6,14
420,100,100,94,92,92,  analogx,analogx,  analog,analog,0,6,7
421,100,100,94,92,92,  analogx,"analogx, llc",  analog,analog,0,6,12
422,100,100,100,100,100,  analogx,analogx,  analogx,analogx,1,7,7
423,100,100,100,100,100,  analogx,"analogx, llc",  analogx,analogx,1,7,12
424,100,100,100,100,100,  andre wiethoff,andre wiethoff,  andre wiethoff,andre wiethoff,1,14,14
425,57,58,55,58,55,  andreas loew codeandweb,andreas loew / codeandweb,  andreas krennmair,andreas_krennmair,0,17,25
426,66,64,62,63,59,  bernt andreas eide,bernt andreas eide,  andreas krennmair,andreas_krennmair,0,17,18
427,63,64,60,61,57,  imu andreas baumann,imu andreas baumann,  andreas krennmair,andreas_krennmair,0,17,19
428,35,39,35,42,39,  sean o'connor's windows games,sean o'connor's windows games,  andrew magdy kamal\'s network,andrew magdy kamal\'s network project,0,37,29
429,66,61,75,71,71,  andrew hazelden,andrew hazelden,  andrew levine,andrew_levine,0,13,15
430,73,69,67,63,62,  andrew zhezherun,andrew zhezherun,  andrew levine,andrew_levine,0,13,16
431,35,50,33,46,43,  futu network shenzhen corperation,futu network(shenzhen)limited corperation,  andrew magdy kamal\'s network,andrew_magdy_kamal\'s_network_project,0,37,41
432,56,50,61,60,57,  andrew hazelden,andrew hazelden,  andrew simpson,andrew_simpson,0,14,15
433,56,50,59,60,57,  andrew zhezherun,andrew zhezherun,  andrew simpson,andrew_simpson,0,14,16
434,56,50,56,50,50,  andy gumbrecht,andy gumbrecht,  andy armstrong,andy_armstrong,0,14,14
435,60,100,67,55,90,  romanlab,romanlab software,  anl,anl,0,3,17
436,60,100,50,38,90,  stanley huang,stanley huang,  anl,anl,0,3,13
437,60,100,59,46,90,  vigyanlabs,vigyanlabs,  anl,anl,0,3,10
438,60,100,42,30,90,  woodmanlabs gopro,woodmanlabs inc. d.b.a. gopro,  anl,anl,0,3,29
439,100,100,100,100,100,  anthony tuininga,anthony tuininga,  anthony tuininga,anthony tuininga,1,16,16
440,73,69,67,70,66,  anthony tuininga,anthony tuininga,  anthony mills,anthony_mills,0,13,16
441,66,60,16,57,57,  anti-phishing database updater for web protector plus this service keeps your computer updated with newest database known internet threats,anti-phishing database updater for web protector plus. this service keeps your computer updated with the newest database of known internet threats.,  anti virus,anti-virus,0,10,147
442,58,50,53,57,85,  pace anti-piracy,pace anti-piracy,  anti virus,anti-virus,0,10,16
443,58,50,53,57,85,  pace anti-piracy,"pace anti-piracy, inc.",  anti virus,anti-virus,0,10,22
444,50,64,48,62,58,  plugin alliance,plugin alliance,  anyfont plugin,anyfont_plugin_project,0,22,15
445,100,100,100,100,100,  aol,aol inc.,  aol,aol,1,3,8
446,60,33,60,50,47,  o&o,o&o software gmbh,  aol,aol,0,3,17
447,80,100,20,13,60,  paolo cignoni guido ranzuglia vcg isti cnr,paolo cignoni - guido ranzuglia vcg - isti - cnr,  aol,aol,0,3,48
448,80,100,30,21,60,  paolo cignoni vcg isti cnr,paolo cignoni vcg - isti - cnr,  aol,aol,0,3,30
449,80,100,20,13,60,  paolo cignoni guido ranzuglia vcg isti cnr,"paolo cignoni, guido ranzuglia vcg - isti - cnr",  aol,aol,0,3,47
450,100,100,59,100,90,  apache foundation,apache software foundation,  apache,apache,1,6,26
451,75,71,69,65,65,  apache foundation,apache software foundation,  apache friends,apache_friends,0,14,26
452,56,50,56,67,63,  friends in war,friends in war,  apache friends,apache_friends,0,14,14
453,100,100,31,100,60,  apc by schneider electric,apc by schneider electric,  apc,apc,1,3,25
454,80,100,77,67,90,  capcom,capcom,  apc,apc,0,3,6
455,80,100,56,43,90,  capcom grin,capcom / grin,  apc,apc,0,3,13
456,80,100,77,67,90,  capcom,"capcom co., ltd.",  apc,apc,0,3,16
457,80,100,77,67,90,  capcom,"capcom co.,ltd.",  apc,apc,0,3,15
458,80,100,36,25,90,  capcom game vancouver,capcom game studio vancouver,  apc,apc,0,3,28
459,80,100,77,67,90,  capcom,"capcom u.s.a., inc",  apc,apc,0,3,18
460,80,100,77,67,90,  capcom,"capcom u.s.a., inc.",  apc,apc,0,3,19
461,80,100,43,32,90,  capcom vancouver,capcom vancouver,  apc,apc,0,3,16
462,80,100,67,55,90,  vapc lux,vapc (lux) s.a.r.l,  apc,apc,0,3,18
463,60,100,34,100,90,  7-pdf germany th hodes,"7-pdf, germany - th. hodes",  pdf,a-pdf,0,5,26
464,60,100,29,100,60,  7-pdf germany thorsten hodes,"7-pdf, germany - thorsten hodes",  pdf,a-pdf,0,5,31
465,60,100,63,50,90,  activepdf,activepdf,  pdf,a-pdf,0,5,9
466,60,100,48,100,90,  a-pdf solution,a-pdf solution,  pdf,a-pdf,1,5,14
467,60,100,83,100,90,  a-pdf,a-pdf.com,  pdf,a-pdf,1,5,9
468,60,100,71,60,90,  cutepdf,cutepdf.com,  pdf,a-pdf,0,5,11
469,80,100,67,100,90,  free pdf,free pdf solutions,  pdf,a-pdf,0,5,18
470,80,100,42,100,90,  free pdf unlocker,free pdf unlocker,  pdf,a-pdf,0,5,17
471,80,100,43,100,90,  free word to pdf,free word to pdf,  pdf,a-pdf,0,5,16
472,60,100,43,32,90,  freepdfconverter,freepdfconverter,  pdf,a-pdf,0,5,16
473,60,100,56,43,90,  freepdftool,freepdftool,  pdf,a-pdf,0,5,11
474,60,100,43,100,90,  free-pdf-to-word,free-pdf-to-word.com,  pdf,a-pdf,0,5,20
475,60,100,59,46,90,  haopdfö®¼ò,haopdfö®¼ò,  pdf,a-pdf,0,5,14
476,80,100,34,100,90,  image to pdf converter,image to pdf converter,  pdf,a-pdf,0,5,22
477,60,100,42,30,90,  jpg2pdf developer,jpg2pdf developer team,  pdf,a-pdf,0,5,22
478,60,100,36,25,90,  jpgtopdf_setup_caudio,jpgtopdf_setup_caudio,  pdf,a-pdf,0,5,21
479,60,100,67,55,90,  mergepdf,mergepdf,  pdf,a-pdf,0,5,8
480,80,100,63,100,90,  nitro pdf,nitro pdf software,  pdf,a-pdf,0,5,18
481,100,100,67,100,90,  pdf bean,"pdf bean, inc.",  pdf,a-pdf,0,5,14
482,100,100,53,100,90,  pdf complete,"pdf complete, inc",  pdf,a-pdf,0,5,17
483,100,100,59,100,90,  pdf helper,pdf helper,  pdf,a-pdf,0,5,10
484,100,100,67,100,90,  pdf labs,pdf labs,  pdf,a-pdf,0,5,8
485,100,100,71,100,90,  pdf pro,pdf pro software,  pdf,a-pdf,0,5,16
486,100,100,100,100,100,  pdf,pdf technologies,  pdf,a-pdf,0,5,16
487,100,100,59,100,90,  pdf to jpg,pdf to jpg,  pdf,a-pdf,0,5,10
488,100,100,37,100,90,  pdf to jpg converter,pdf to jpg converter,  pdf,a-pdf,0,5,20
489,100,100,83,75,90,  pdf24,pdf24.org,  pdf,a-pdf,0,5,9
490,100,100,71,60,90,  pdfarea,pdfarea software,  pdf,a-pdf,0,5,16
491,100,100,53,40,90,  pdfconverter,pdfconverter.com,  pdf,a-pdf,0,5,16
492,100,100,71,60,90,  pdfcore,"pdfcore co., ltd.",  pdf,a-pdf,0,5,17
493,100,100,63,50,90,  pdfcutter,pdfcutter.com,  pdf,a-pdf,0,5,13
494,100,100,71,60,90,  pdfedit,pdfedit team,  pdf,a-pdf,0,5,12
