,vendor_X,software_X,title_X,DisplayName0,release_X,Version0,fz_ratio,fz_ptl_ratio,fz_tok_set_ratio,fz_ptl_tok_sort_ratio,fz_uwratio,fz_rel_ratio,fz_rel_ptl_ratio,t_cve_name,titlX_len,DsplyNm0_len,match
119,adobe,japanese_fonts_support_for_adobe_reader,Adobe Japanese Fonts Support For Adobe Reader 9.0.0,"Adobe Acrobat  9 Standard - Italiano, Español, Nederlands, Português",9.0.0,9.0.0,34,37,100,42,85,100,100,cpe:/a:adobe:japanese_fonts_support_for_adobe_reader:9.0.0,51,68,0
120,adobe,pdf_creation_add-on,Adobe PDF Creation Add-on 9.0.0,"Adobe Acrobat  9 Standard - Italiano, Español, Nederlands, Português",9.0.0,9.0.0,31,44,100,37,85,100,100,cpe:/a:adobe:pdf_creation_add-on:9.0.0,31,68,0
121,adobe,pdf_ifilter,Adobe PDF IFilter 9.0.0 (x64) 64-bit,"Adobe Acrobat  9 Standard - Italiano, Español, Nederlands, Português",9.0.0,9.0.0,23,31,100,29,85,100,100,cpe:/a:adobe:pdf_ifilter:9.0.0::~~~~x64~,36,68,0
122,adobe,reader_extended_language_support_font_pack,Adobe Reader Extended Language Support Font Pack 9.0.0,"Adobe Acrobat  9 Standard - Italiano, Español, Nederlands, Português",9.0.0,9.0.0,37,40,100,37,36,100,100,cpe:/a:adobe:reader_extended_language_support_font_pack:9.0.0,54,68,0
123,adobe,spelling_dictionaries_support_for_adobe_reader,Adobe Spelling Dictionaries Support For Adobe Reader 9.0.0,"Adobe Acrobat  9 Standard - Italiano, Español, Nederlands, Português",9.0.0,9.0.0,33,38,100,41,39,100,100,cpe:/a:adobe:spelling_dictionaries_support_for_adobe_reader:9.0.0,58,68,0
124,adobe,acrobat,Adobe Acrobat 9.5.5,"Adobe Acrobat  9 Standard - Italiano, Español, Nederlands, Português",9.5.5,9.5.5,28,73,100,26,85,100,100,cpe:/a:adobe:acrobat:9.5.5,19,68,1
125,adobe,acrobat_reader,Adobe Acrobat Reader 9.5.5,"Adobe Acrobat  9 Standard - Italiano, Español, Nederlands, Português",9.5.5,9.5.5,40,63,100,39,85,100,100,cpe:/a:adobe:acrobat_reader:9.5.5,26,68,0
126,adobe,acrobat,Adobe Acrobat 7.1.0,Adobe Acrobat 7.0 Professional - ChineseS,7.1.0,7.1.0,50,86,100,48,85,100,100,cpe:/a:adobe:acrobat:7.1.0,19,41,1
127,adobe,acrobat_reader,Adobe Acrobat Reader 7.1.0,Adobe Acrobat 7.0 Professional - ChineseS,7.1.0,7.1.0,47,59,100,57,85,100,100,cpe:/a:adobe:acrobat_reader:7.1.0,26,41,0
128,adobe,acrobat,Adobe Acrobat 7.1.0,Adobe Acrobat 7.1.0 Professional - ChineseS,7.1.0,7.1.0,56,100,100,54,90,100,100,cpe:/a:adobe:acrobat:7.1.0,19,43,1
129,adobe,acrobat_reader,Adobe Acrobat Reader 7.1.0,Adobe Acrobat 7.1.0 Professional - ChineseS,7.1.0,7.1.0,49,68,100,62,85,100,100,cpe:/a:adobe:acrobat_reader:7.1.0,26,43,0
130,adobe,customization_wizard,Adobe Customization Wizard 8.0.0,"Adobe Acrobat 8 Professional - English, Français, Deutsch",8.0.0,8.0.0,32,39,100,30,85,100,100,cpe:/a:adobe:customization_wizard:8.0.0,32,57,0
131,adobe,spelling_dictionaries_support_for_adobe_reader,Adobe Spelling Dictionaries Support For Adobe Reader 8.0.0,"Adobe Acrobat 8 Professional - English, Français, Deutsch",8.0.0,8.0.0,33,34,100,34,35,100,100,cpe:/a:adobe:spelling_dictionaries_support_for_adobe_reader:8.0.0,58,57,0
132,adobe,acrobat,Adobe Acrobat 8.1.3,"Adobe Acrobat 8 Professional - English, Français, Deutsch",8.1.3,8.1.3,32,73,100,30,85,100,100,cpe:/a:adobe:acrobat:8.1.3,19,57,1
133,adobe,acrobat,Adobe Acrobat 8.1.3 Professional,"Adobe Acrobat 8 Professional - English, Français, Deutsch",8.1.3,8.1.3,59,85,100,60,85,100,100,cpe:/a:adobe:acrobat:8.1.3:-:pro,32,57,1
134,adobe,acrobat_reader,Adobe Acrobat Reader 8.1.3,"Adobe Acrobat 8 Professional - English, Français, Deutsch",8.1.3,8.1.3,43,54,100,39,85,100,100,cpe:/a:adobe:acrobat_reader:8.1.3,26,57,0
135,adobe,acrobat,Adobe Acrobat Professional 8.3.1,"Adobe Acrobat 8 Professional - English, Français, Deutsch",8.3.1,8.3.1,57,82,100,60,85,100,100,cpe:/a:adobe:acrobat:8.3.1::~~professional~~~,32,57,1
136,adobe,acrobat,Adobe Acrobat 8.3.1,"Adobe Acrobat 8 Professional - English, Français, Deutsch",8.3.1,8.3.1,32,73,100,30,85,100,100,cpe:/a:adobe:acrobat:8.3.1:-,19,57,1
137,adobe,customization_wizard,Adobe Customization Wizard 8.0.0,"Adobe Acrobat 8 Professional - English, Fran鏰is, Deutsch",8.0.0,8.0.0,33,39,100,31,85,100,100,cpe:/a:adobe:customization_wizard:8.0.0,32,56,0
138,adobe,spelling_dictionaries_support_for_adobe_reader,Adobe Spelling Dictionaries Support For Adobe Reader 8.0.0,"Adobe Acrobat 8 Professional - English, Fran鏰is, Deutsch",8.0.0,8.0.0,33,34,100,35,36,100,100,cpe:/a:adobe:spelling_dictionaries_support_for_adobe_reader:8.0.0,58,56,0
139,adobe,acrobat,Adobe Acrobat 8.1.3,Adobe Acrobat 8.1.3 Professional,8.1.3,8.1.3,70,100,100,67,90,100,100,cpe:/a:adobe:acrobat:8.1.3,19,32,1
140,adobe,acrobat,Adobe Acrobat 8.1.3 Professional,Adobe Acrobat 8.1.3 Professional,8.1.3,8.1.3,100,100,100,100,100,100,100,cpe:/a:adobe:acrobat:8.1.3:-:pro,32,32,1
141,adobe,acrobat_reader,Adobe Acrobat Reader 8.1.3,Adobe Acrobat 8.1.3 Professional,8.1.3,8.1.3,60,68,100,74,75,100,100,cpe:/a:adobe:acrobat_reader:8.1.3,26,32,0
142,adobe,acrobat,Adobe Acrobat Reader 9.5.3,Adobe Acrobat 8.3.1 - CPSID_83708,_reader9.5.3,-,51,54,100,53,58,0,0,cpe:/a:adobe:acrobat:_reader9.5.3,26,33,0
143,adobe,acrobat,Adobe Acrobat Suite 1.0,Adobe Acrobat 8.3.1 - CPSID_83708,1,-,54,57,100,57,85,0,0,cpe:/a:adobe:acrobat:1.0::~~suite~~~,23,33,0
144,adobe,acrobat,Adobe Acrobat X (10.0),Adobe Acrobat 8.3.1 - CPSID_83708,10,-,51,61,100,51,85,0,0,cpe:/a:adobe:acrobat:10.0,22,33,0
145,adobe,acrobat,Adobe Acrobat X Professional,Adobe Acrobat 8.3.1 - CPSID_83708,10,-,53,58,100,47,49,0,0,cpe:/a:adobe:acrobat:10.0:-:pro,28,33,0
146,adobe,acrobat,Adobe Acrobat X (10.0.1),Adobe Acrobat 8.3.1 - CPSID_83708,10.0.1,-,53,65,100,54,85,0,0,cpe:/a:adobe:acrobat:10.0.1,24,33,0
147,adobe,acrobat,Adobe Acrobat 10.0.1 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,10.0.1,-,59,58,100,54,56,0,0,cpe:/a:adobe:acrobat:10.0.1:-:pro,33,33,0
148,adobe,acrobat,Adobe Acrobat X (10.0.2),Adobe Acrobat 8.3.1 - CPSID_83708,10.0.2,-,49,60,100,54,85,0,0,cpe:/a:adobe:acrobat:10.0.2,24,33,0
149,adobe,acrobat,Adobe Acrobat X (10.0.3),Adobe Acrobat 8.3.1 - CPSID_83708,10.0.3,-,53,60,100,59,85,0,0,cpe:/a:adobe:acrobat:10.0.3,24,33,0
150,adobe,acrobat,Adobe Acrobat X (10.1),Adobe Acrobat 8.3.1 - CPSID_83708,10.1,-,51,66,100,56,85,0,0,cpe:/a:adobe:acrobat:10.1,22,33,0
151,adobe,acrobat,Adobe Acrobat 10.1.0,Adobe Acrobat 8.3.1 - CPSID_83708,10.1.0,-,58,75,100,51,85,0,0,cpe:/a:adobe:acrobat:10.1.0,20,33,0
152,adobe,acrobat,Adobe Acrobat X (10.1.1),Adobe Acrobat 8.3.1 - CPSID_83708,10.1.1,-,53,65,100,59,85,0,0,cpe:/a:adobe:acrobat:10.1.1,24,33,0
153,adobe,acrobat,Adobe Acrobat X (10.1.10),Adobe Acrobat 8.3.1 - CPSID_83708,10.1.10,-,56,61,100,57,85,0,0,cpe:/a:adobe:acrobat:10.1.10,25,33,0
154,adobe,acrobat,Adobe Acrobat 10.1.12,Adobe Acrobat 8.3.1 - CPSID_83708,10.1.12,-,57,76,100,55,85,0,0,cpe:/a:adobe:acrobat:10.1.12,21,33,0
155,adobe,acrobat,Adobe Acrobat 10.1.13,Adobe Acrobat 8.3.1 - CPSID_83708,10.1.13,-,61,76,100,55,85,0,0,cpe:/a:adobe:acrobat:10.1.13,21,33,0
156,adobe,acrobat,Adobe Acrobat X (10.1.2),Adobe Acrobat 8.3.1 - CPSID_83708,10.1.2,-,49,60,100,59,85,0,0,cpe:/a:adobe:acrobat:10.1.2,24,33,0
157,adobe,acrobat,Adobe Acrobat X (10.1.3),Adobe Acrobat 8.3.1 - CPSID_83708,10.1.3,-,53,60,100,59,85,0,0,cpe:/a:adobe:acrobat:10.1.3,24,33,0
158,adobe,acrobat,Adobe Acrobat X (10.1.4),Adobe Acrobat 8.3.1 - CPSID_83708,10.1.4,-,49,60,100,59,85,0,0,cpe:/a:adobe:acrobat:10.1.4,24,33,0
159,adobe,acrobat,Adobe Acrobat 10.1.5,Adobe Acrobat 8.3.1 - CPSID_83708,10.1.5,-,53,75,100,56,85,0,0,cpe:/a:adobe:acrobat:10.1.5,20,33,0
160,adobe,acrobat,Adobe Acrobat 10.1.6,Adobe Acrobat 8.3.1 - CPSID_83708,10.1.6,-,53,75,100,56,85,0,0,cpe:/a:adobe:acrobat:10.1.6,20,33,0
161,adobe,acrobat,Adobe Acrobat 10.1.7,Adobe Acrobat 8.3.1 - CPSID_83708,10.1.7,-,58,75,100,56,85,0,0,cpe:/a:adobe:acrobat:10.1.7,20,33,0
162,adobe,acrobat,Adobe Acrobat 10.1.8,Adobe Acrobat 8.3.1 - CPSID_83708,10.1.8,-,58,75,100,62,85,0,0,cpe:/a:adobe:acrobat:10.1.8,20,33,0
163,adobe,acrobat,Adobe Acrobat 10.1.9,Adobe Acrobat 8.3.1 - CPSID_83708,10.1.9,-,53,75,100,56,85,0,0,cpe:/a:adobe:acrobat:10.1.9,20,33,0
164,adobe,acrobat,Adobe Acrobat 11.0,Adobe Acrobat 8.3.1 - CPSID_83708,11,-,56,78,100,49,85,0,0,cpe:/a:adobe:acrobat:11.0,18,33,0
165,adobe,acrobat,Adobe Acrobat 11.0.0,Adobe Acrobat 8.3.1 - CPSID_83708,11.0.0,-,58,75,100,51,85,0,0,cpe:/a:adobe:acrobat:11.0.0,20,33,0
166,adobe,acrobat,Adobe Acrobat XI (11.0.1),Adobe Acrobat 8.3.1 - CPSID_83708,11.0.1,-,52,61,100,57,85,0,0,cpe:/a:adobe:acrobat:11.0.1,25,33,0
167,adobe,acrobat,Adobe Acrobat 11.0.10,Adobe Acrobat 8.3.1 - CPSID_83708,11.0.10,-,61,76,100,50,85,0,0,cpe:/a:adobe:acrobat:11.0.10,21,33,0
168,adobe,acrobat,Adobe Acrobat XI (11.0.2),Adobe Acrobat 8.3.1 - CPSID_83708,11.0.2,-,48,57,100,57,85,0,0,cpe:/a:adobe:acrobat:11.0.2,25,33,0
169,adobe,acrobat,Adobe Acrobat XI (11.0.3),Adobe Acrobat 8.3.1 - CPSID_83708,11.0.3,-,52,57,100,62,85,0,0,cpe:/a:adobe:acrobat:11.0.3,25,33,0
170,adobe,acrobat,Adobe Acrobat 11.0.4,Adobe Acrobat 8.3.1 - CPSID_83708,11.0.4,-,53,75,100,51,85,0,0,cpe:/a:adobe:acrobat:11.0.4,20,33,0
171,adobe,acrobat,Adobe Acrobat 11.0.5,Adobe Acrobat 8.3.1 - CPSID_83708,11.0.5,-,53,75,100,51,85,0,0,cpe:/a:adobe:acrobat:11.0.5:-:~~~windows~~,20,33,0
172,adobe,acrobat,Adobe Acrobat 11.0.6,Adobe Acrobat 8.3.1 - CPSID_83708,11.0.6,-,53,75,100,51,85,0,0,cpe:/a:adobe:acrobat:11.0.6,20,33,0
173,adobe,acrobat,Adobe Acrobat 11.0.7,Adobe Acrobat 8.3.1 - CPSID_83708,11.0.7,-,58,75,100,51,85,0,0,cpe:/a:adobe:acrobat:11.0.7,20,33,0
174,adobe,acrobat,Adobe Acrobat 11.0.9,Adobe Acrobat 8.3.1 - CPSID_83708,11.0.9,-,53,75,100,51,85,0,0,cpe:/a:adobe:acrobat:11.0.9,20,33,0
175,adobe,acrobat,Adobe Acrobat 2.0 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,2,-,55,57,100,53,51,0,0,cpe:/a:adobe:acrobat:2.0:-:pro,30,33,0
176,adobe,acrobat,Adobe Acrobat 3.0,Adobe Acrobat 8.3.1 - CPSID_83708,3,-,62,84,100,56,85,0,0,cpe:/a:adobe:acrobat:3.0,17,33,0
177,adobe,acrobat,Adobe Acrobat 3.0 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,3,-,58,61,100,57,55,0,0,cpe:/a:adobe:acrobat:3.0:-:pro,30,33,0
178,adobe,acrobat,Adobe Acrobat 3.1,Adobe Acrobat 8.3.1 - CPSID_83708,3.1,-,62,84,100,61,85,0,0,cpe:/a:adobe:acrobat:3.1,17,33,0
179,adobe,acrobat,Adobe Acrobat 4.0,Adobe Acrobat 8.3.1 - CPSID_83708,4,-,57,84,100,50,85,0,0,cpe:/a:adobe:acrobat:4.0,17,33,0
180,adobe,acrobat,Adobe Acrobat 4.0 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,4,-,55,57,100,53,51,0,0,cpe:/a:adobe:acrobat:4.0:-:pro,30,33,0
181,adobe,acrobat,Adobe Acrobat 4.0.5,Adobe Acrobat 8.3.1 - CPSID_83708,4.0.5,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:4.0.5,19,33,0
182,adobe,acrobat,Adobe Acrobat 4.0.5a,Adobe Acrobat 8.3.1 - CPSID_83708,4.0.5a,-,53,75,100,51,85,0,0,cpe:/a:adobe:acrobat:4.0.5a,20,33,0
183,adobe,acrobat,Adobe Acrobat 4.0.5c,Adobe Acrobat 8.3.1 - CPSID_83708,4.0.5c,-,58,75,100,51,85,0,0,cpe:/a:adobe:acrobat:4.0.5c,20,33,0
184,adobe,acrobat,Adobe Acrobat 5.0,Adobe Acrobat 8.3.1 - CPSID_83708,5,-,57,84,100,50,85,0,0,cpe:/a:adobe:acrobat:5.0,17,33,0
185,adobe,acrobat,Adobe Acrobat 5.0 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,5,-,55,57,100,53,51,0,0,cpe:/a:adobe:acrobat:5.0:-:pro,30,33,0
186,adobe,acrobat,Adobe Acrobat 5.0.10,Adobe Acrobat 8.3.1 - CPSID_83708,5.0.10,-,62,81,100,51,85,0,0,cpe:/a:adobe:acrobat:5.0.10,20,33,0
187,adobe,acrobat,Adobe Acrobat 5.0.5,Adobe Acrobat 8.3.1 - CPSID_83708,5.0.5,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:5.0.5,19,33,0
188,adobe,acrobat,Adobe Acrobat 5.0.6,Adobe Acrobat 8.3.1 - CPSID_83708,5.0.6,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:5.0.6,19,33,0
189,adobe,acrobat,Adobe Acrobat 5.1,Adobe Acrobat 8.3.1 - CPSID_83708,5.1,-,57,84,100,56,85,0,0,cpe:/a:adobe:acrobat:5.1,17,33,0
190,adobe,acrobat,Adobe Acrobat Pro 5.1,Adobe Acrobat 8.3.1 - CPSID_83708,5.1,-,52,70,100,60,85,0,0,cpe:/a:adobe:acrobat:5.1:-:pro,21,33,0
191,adobe,acrobat,Adobe Acrobat 6.0,Adobe Acrobat 8.3.1 - CPSID_83708,6,-,57,84,100,50,85,0,0,cpe:/a:adobe:acrobat:6.0,17,33,0
192,adobe,acrobat,Adobe Acrobat Standard 6.0,Adobe Acrobat 8.3.1 - CPSID_83708,6,-,51,50,100,53,50,0,0,cpe:/a:adobe:acrobat:6.0:-:~~standard~~~,26,33,0
193,adobe,acrobat,Adobe Acrobat 6.0 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,6,-,55,57,100,53,51,0,0,cpe:/a:adobe:acrobat:6.0:-:pro,30,33,0
194,adobe,acrobat,Adobe Acrobat 6.0.1,Adobe Acrobat 8.3.1 - CPSID_83708,6.0.1,-,59,86,100,53,85,0,0,cpe:/a:adobe:acrobat:6.0.1,19,33,0
195,adobe,acrobat,Adobe Acrobat 6.0.2,Adobe Acrobat 8.3.1 - CPSID_83708,6.0.2,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:6.0.2,19,33,0
196,adobe,acrobat,Adobe Acrobat 6.0.3,Adobe Acrobat 8.3.1 - CPSID_83708,6.0.3,-,59,80,100,58,85,0,0,cpe:/a:adobe:acrobat:6.0.3,19,33,0
197,adobe,acrobat,Adobe Acrobat 6.0.4,Adobe Acrobat 8.3.1 - CPSID_83708,6.0.4,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:6.0.4,19,33,0
198,adobe,acrobat,Adobe Acrobat 6.0.5,Adobe Acrobat 8.3.1 - CPSID_83708,6.0.5,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:6.0.5,19,33,0
199,adobe,acrobat,Adobe Acrobat 6.0.6,Adobe Acrobat 8.3.1 - CPSID_83708,6.0.6,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:6.0.6,19,33,0
200,adobe,acrobat,Adobe Acrobat 7,Adobe Acrobat 8.3.1 - CPSID_83708,7,-,55,90,100,47,85,0,0,cpe:/a:adobe:acrobat:7,15,33,0
201,adobe,acrobat,Adobe Acrobat 7.0,Adobe Acrobat 8.3.1 - CPSID_83708,7,-,57,84,100,50,85,0,0,cpe:/a:adobe:acrobat:7.0,17,33,0
202,adobe,acrobat,Adobe Acrobat 7.0 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,7,-,55,57,100,53,51,0,0,cpe:/a:adobe:acrobat:7.0:-:pro,30,33,0
203,adobe,acrobat,Adobe Acrobat 7.0.1,Adobe Acrobat 8.3.1 - CPSID_83708,7.0.1,-,59,86,100,53,85,0,0,cpe:/a:adobe:acrobat:7.0.1,19,33,0
204,adobe,acrobat,Adobe Acrobat 7.0.2,Adobe Acrobat 8.3.1 - CPSID_83708,7.0.2,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:7.0.2,19,33,0
205,adobe,acrobat,Adobe Acrobat 7.0.3,Adobe Acrobat 8.3.1 - CPSID_83708,7.0.3,-,59,80,100,58,85,0,0,cpe:/a:adobe:acrobat:7.0.3,19,33,0
206,adobe,acrobat,Adobe Acrobat 7.0.4,Adobe Acrobat 8.3.1 - CPSID_83708,7.0.4,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:7.0.4,19,33,0
207,adobe,acrobat,Adobe Acrobat 7.0.5,Adobe Acrobat 8.3.1 - CPSID_83708,7.0.5,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:7.0.5,19,33,0
208,adobe,acrobat,Adobe Acrobat 7.0.6,Adobe Acrobat 8.3.1 - CPSID_83708,7.0.6,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:7.0.6,19,33,0
209,adobe,acrobat,Adobe Acrobat 7.0.7,Adobe Acrobat 8.3.1 - CPSID_83708,7.0.7,-,59,80,100,53,85,0,0,cpe:/a:adobe:acrobat:7.0.7,19,33,0
210,adobe,acrobat,Adobe Acrobat 7.0.8,Adobe Acrobat 8.3.1 - CPSID_83708,7.0.8,-,59,80,100,58,85,0,0,cpe:/a:adobe:acrobat:7.0.8,19,33,0
211,adobe,acrobat,Adobe Acrobat 7.0.9,Adobe Acrobat 8.3.1 - CPSID_83708,7.0.9,-,55,80,100,53,85,0,0,cpe:/a:adobe:acrobat:7.0.9,19,33,0
212,adobe,acrobat,Adobe Acrobat 7.1.0,Adobe Acrobat 8.3.1 - CPSID_83708,7.1.0,-,59,80,100,53,85,0,0,cpe:/a:adobe:acrobat:7.1.0,19,33,0
213,adobe,acrobat,Adobe Acrobat 7.1.1,Adobe Acrobat 8.3.1 - CPSID_83708,7.1.1,-,59,86,100,58,85,0,0,cpe:/a:adobe:acrobat:7.1.1,19,33,0
214,adobe,acrobat,Adobe Acrobat 7.1.2,Adobe Acrobat 8.3.1 - CPSID_83708,7.1.2,-,55,80,100,58,85,0,0,cpe:/a:adobe:acrobat:7.1.2,19,33,0
215,adobe,acrobat,Adobe Acrobat 7.1.3,Adobe Acrobat 8.3.1 - CPSID_83708,7.1.3,-,59,80,100,63,85,0,0,cpe:/a:adobe:acrobat:7.1.3,19,33,0
216,adobe,acrobat,Adobe Acrobat 7.1.4,Adobe Acrobat 8.3.1 - CPSID_83708,7.1.4,-,55,80,100,58,85,0,0,cpe:/a:adobe:acrobat:7.1.4,19,33,0
220,adobe,acrobat,Adobe Acrobat 8,Adobe Acrobat 8.3.1 - CPSID_83708,8,-,55,100,100,53,90,0,0,cpe:/a:adobe:acrobat:8,15,33,0
221,adobe,acrobat,Adobe Acrobat 8.0,Adobe Acrobat 8.3.1 - CPSID_83708,8,-,62,92,100,56,85,0,0,cpe:/a:adobe:acrobat:8.0,17,33,0
222,adobe,acrobat,Adobe Acrobat 8.0 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,8,-,58,61,100,57,55,0,0,cpe:/a:adobe:acrobat:8.0:-:pro,30,33,0
223,adobe,acrobat,Adobe Acrobat 8.1,Adobe Acrobat 8.3.1 - CPSID_83708,8.1,-,62,92,100,61,85,0,0,cpe:/a:adobe:acrobat:8.1,17,33,0
224,adobe,acrobat,Adobe Acrobat 8.1.1,Adobe Acrobat 8.3.1 - CPSID_83708,8.1.1,-,64,93,100,63,85,0,0,cpe:/a:adobe:acrobat:8.1.1,19,33,0
225,adobe,acrobat,Adobe Acrobat 8.1.2,Adobe Acrobat 8.3.1 - CPSID_83708,8.1.2,-,59,86,100,63,85,0,0,cpe:/a:adobe:acrobat:8.1.2,19,33,0
226,adobe,acrobat,Adobe Acrobat 8.1.2 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,8.1.2,-,60,60,100,63,60,0,0,cpe:/a:adobe:acrobat:8.1.2:-:pro,32,33,0
227,adobe,acrobat,Adobe Acrobat 8.1.3,Adobe Acrobat 8.3.1 - CPSID_83708,8.1.3,-,64,86,100,68,85,0,0,cpe:/a:adobe:acrobat:8.1.3,19,33,0
228,adobe,acrobat,Adobe Acrobat 8.1.3 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,8.1.3,-,60,60,100,67,64,0,0,cpe:/a:adobe:acrobat:8.1.3:-:pro,32,33,0
229,adobe,acrobat,Adobe Acrobat 8.1.4,Adobe Acrobat 8.3.1 - CPSID_83708,8.1.4,-,59,86,100,63,85,0,0,cpe:/a:adobe:acrobat:8.1.4,19,33,0
230,adobe,acrobat,Adobe Acrobat 8.1.5,Adobe Acrobat 8.3.1 - CPSID_83708,8.1.5,-,59,86,100,63,85,0,0,cpe:/a:adobe:acrobat:8.1.5,19,33,0
234,adobe,acrobat,Adobe Acrobat 8.1.6,Adobe Acrobat 8.3.1 - CPSID_83708,8.1.6,-,59,86,100,63,85,0,0,cpe:/a:adobe:acrobat:8.1.6,19,33,0
235,adobe,acrobat,Adobe Acrobat 8.1.7,Adobe Acrobat 8.3.1 - CPSID_83708,8.1.7,-,64,86,100,63,85,0,0,cpe:/a:adobe:acrobat:8.1.7,19,33,0
236,adobe,acrobat,Adobe Acrobat 8.2,Adobe Acrobat 8.3.1 - CPSID_83708,8.2,-,57,92,100,56,85,0,0,cpe:/a:adobe:acrobat:8.2,17,33,0
237,adobe,acrobat,Adobe Acrobat 8.2.1,Adobe Acrobat 8.3.1 - CPSID_83708,8.2.1,-,64,93,100,63,85,0,0,cpe:/a:adobe:acrobat:8.2.1,19,33,0
241,adobe,acrobat,Adobe Acrobat 8.2.2,Adobe Acrobat 8.3.1 - CPSID_83708,8.2.2,-,59,86,100,58,85,0,0,cpe:/a:adobe:acrobat:8.2.2,19,33,0
242,adobe,acrobat,Adobe Acrobat 8.2.3,Adobe Acrobat 8.3.1 - CPSID_83708,8.2.3,-,64,86,100,63,85,0,0,cpe:/a:adobe:acrobat:8.2.3,19,33,0
243,adobe,acrobat,Adobe Acrobat 8.2.4,Adobe Acrobat 8.3.1 - CPSID_83708,8.2.4,-,59,86,100,58,85,0,0,cpe:/a:adobe:acrobat:8.2.4,19,33,0
247,adobe,acrobat,Adobe Acrobat 8.2.5,Adobe Acrobat 8.3.1 - CPSID_83708,8.2.5,-,59,86,100,58,85,0,0,cpe:/a:adobe:acrobat:8.2.5,19,33,0
248,adobe,acrobat,Adobe Acrobat 8.2.6,Adobe Acrobat 8.3.1 - CPSID_83708,8.2.6,-,59,86,100,58,85,0,0,cpe:/a:adobe:acrobat:8.2.6,19,33,0
249,adobe,acrobat,Adobe Acrobat 8.3,Adobe Acrobat 8.3.1 - CPSID_83708,8.3,-,62,100,100,61,90,0,0,cpe:/a:adobe:acrobat:8.3,17,33,0
251,adobe,acrobat,Adobe Acrobat Professional 8.3,Adobe Acrobat 8.3.1 - CPSID_83708,8.3,-,55,57,100,61,59,0,0,cpe:/a:adobe:acrobat:8.3::~~professional~~~,30,33,0
254,adobe,acrobat,Adobe Acrobat Professional 8.3.1,Adobe Acrobat 8.3.1 - CPSID_83708,8.3.1,-,53,53,100,67,64,0,0,cpe:/a:adobe:acrobat:8.3.1::~~professional~~~,32,33,1
255,adobe,acrobat,Adobe Acrobat 8.3.1,Adobe Acrobat 8.3.1 - CPSID_83708,8.3.1,-,68,100,100,68,90,0,0,cpe:/a:adobe:acrobat:8.3.1:-,19,33,1
256,adobe,acrobat,Adobe Acrobat 9,Adobe Acrobat 8.3.1 - CPSID_83708,9,-,50,90,100,47,85,0,0,cpe:/a:adobe:acrobat:9,15,33,0
257,adobe,acrobat,Adobe Acrobat 9.0,Adobe Acrobat 8.3.1 - CPSID_83708,9,-,57,84,100,50,85,0,0,cpe:/a:adobe:acrobat:9.0,17,33,0
258,adobe,acrobat,Adobe Acrobat 9.0 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,9,-,55,57,100,53,51,0,0,cpe:/a:adobe:acrobat:9.0:-:pro,30,33,0
259,adobe,acrobat,Adobe Acrobat 9.1,Adobe Acrobat 8.3.1 - CPSID_83708,9.1,-,57,84,100,56,85,0,0,cpe:/a:adobe:acrobat:9.1,17,33,0
260,adobe,acrobat,Adobe Acrobat 9.1 Professional,Adobe Acrobat 8.3.1 - CPSID_83708,9.1,-,58,61,100,57,55,0,0,cpe:/a:adobe:acrobat:9.1:-:pro,30,33,0
261,adobe,acrobat,Adobe Acrobat 9.1.1,Adobe Acrobat 8.3.1 - CPSID_83708,9.1.1,-,59,86,100,58,85,0,0,cpe:/a:adobe:acrobat:9.1.1,19,33,0
265,adobe,acrobat,Adobe Acrobat 9.1.2,Adobe Acrobat 8.3.1 - CPSID_83708,9.1.2,-,55,80,100,58,85,0,0,cpe:/a:adobe:acrobat:9.1.2,19,33,0
266,adobe,acrobat,Adobe Acrobat 9.1.3,Adobe Acrobat 8.3.1 - CPSID_83708,9.1.3,-,59,80,100,63,85,0,0,cpe:/a:adobe:acrobat:9.1.3,19,33,0
270,adobe,acrobat,Adobe Acrobat 9.2,Adobe Acrobat 8.3.1 - CPSID_83708,9.2,-,52,84,100,50,85,0,0,cpe:/a:adobe:acrobat:9.2,17,33,0
